REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"REGION1","SEcePL003",1,2057,2.958
"REGION1","SEcePL003",1,2058,2.972
"REGION1","SEcePL003",1,2059,2.98599999999998
"REGION1","SEcePL003",1,2060,3
"REGION1","SEppCO001",1,2015,7934.91
"REGION1","SEppCO001",1,2016,8147.53
"REGION1","SEppCO001",1,2017,8365.84
"REGION1","SEppCO001",1,2018,8590
"REGION1","SEppCO001",1,2019,8886
"REGION1","SEppCO001",1,2020,9056
"REGION1","SEppCO001",1,2021,9155.62
"REGION1","SEppCO001",1,2022,9256.33
"REGION1","SEppCO001",1,2023,9358.15
"REGION1","SEppCO001",1,2024,9461.09
"REGION1","SEppCO001",1,2025,9565.16
"REGION1","SEppCO001",1,2026,9670.38
"REGION1","SEppCO001",1,2027,9776.75
"REGION1","SEppCO001",1,2028,9884.29
"REGION1","SEppCO001",1,2029,9993.02
"REGION1","SEppCO001",1,2030,10102.9
"REGION1","SEppCO001",1,2031,10214.1
"REGION1","SEppCO001",1,2032,10326.4
"REGION1","SEppCO001",1,2033,10440
"REGION1","SEppCO001",1,2034,10554.9
"REGION1","SEppCO001",1,2035,10671
"REGION1","SEppCO001",1,2036,10788.4
"REGION1","SEppCO001",1,2037,10907
"REGION1","SEppCO001",1,2038,11027
"REGION1","SEppCO001",1,2039,11148.3
"REGION1","SEppCO001",1,2040,11270.9
"REGION1","SEppCO001",1,2041,11394.9
"REGION1","SEppCO001",1,2042,11520.2
"REGION1","SEppCO001",1,2043,11647
"REGION1","SEppCO001",1,2044,11775.1
"REGION1","SEppCO001",1,2045,11904.6
"REGION1","SEppCO001",1,2046,12035.6
"REGION1","SEppCO001",1,2047,12168
"REGION1","SEppCO001",1,2048,12301.8
"REGION1","SEppCO001",1,2049,12437.1
"REGION1","SEppCO001",1,2050,12573.9
"REGION1","SEppCO001",1,2051,12712.2
"REGION1","SEppCO001",1,2052,12852.1
"REGION1","SEppCO001",1,2053,12993.5
"REGION1","SEppCO001",1,2054,13136.4
"REGION1","SEppCO001",1,2055,13280.9
"REGION1","SEppCO001",1,2056,13427
"REGION1","SEppCO001",1,2057,13574.7
"REGION1","SEppCO001",1,2058,13724
"REGION1","SEppCO001",1,2059,13875
"REGION1","SEppCO001",1,2060,14027.6
"REGION1","SEBA00X00",1,2015,97.599393
"REGION1","SEBA00X00",1,2016,100.214619
"REGION1","SEBA00X00",1,2017,102.899832
"REGION1","SEBA00X00",1,2018,105.657
"REGION1","SEBA00X00",1,2019,109.2978
"REGION1","SEBA00X00",1,2020,111.3888
"REGION1","SEBA00X00",1,2021,112.614126
"REGION1","SEBA00X00",1,2022,113.852859
"REGION1","SEBA00X00",1,2023,120.026324296142
"REGION1","SEBA00X00",1,2024,116.371407
"REGION1","SEBA00X00",1,2025,117.651468
"REGION1","SEBA00X00",1,2026,118.945674
"REGION1","SEBA00X00",1,2027,120.254025
"REGION1","SEBA00X00",1,2028,121.576767
"REGION1","SEBA00X00",1,2029,122.914146
"REGION1","SEBA00X00",1,2030,124.26567
"REGION1","SEBA00X00",1,2031,125.63343
"REGION1","SEBA00X00",1,2032,127.01472
"REGION1","SEBA00X00",1,2033,128.412
"REGION1","SEBA00X00",1,2034,129.82527
"REGION1","SEBA00X00",1,2035,131.2533
"REGION1","SEBA00X00",1,2036,132.69732
"REGION1","SEBA00X00",1,2037,134.1561
"REGION1","SEBA00X00",1,2038,135.6321
"REGION1","SEBA00X00",1,2039,137.12409
"REGION1","SEBA00X00",1,2040,138.63207
"REGION1","SEBA00X00",1,2041,140.15727
"REGION1","SEBA00X00",1,2042,141.69846
"REGION1","SEBA00X00",1,2043,143.2581
"REGION1","SEBA00X00",1,2044,144.83373
"REGION1","SEBA00X00",1,2045,146.42658
"REGION1","SEBA00X00",1,2046,148.03788
"REGION1","SEBA00X00",1,2047,149.6664
"REGION1","SEBA00X00",1,2048,151.31214
"REGION1","SEBA00X00",1,2049,152.97633
"REGION1","SEBA00X00",1,2050,154.65897
"REGION1","SEBA00X00",1,2051,156.36006
"REGION1","SEBA00X00",1,2052,158.08083
"REGION1","SEBA00X00",1,2053,159.82005
"REGION1","SEBA00X00",1,2054,161.57772
"REGION1","SEBA00X00",1,2055,163.35507
"REGION1","SEBA00X00",1,2056,165.1521
"REGION1","SEBA00X00",1,2057,166.96881
"REGION1","SEBA00X00",1,2058,168.8052
"REGION1","SEBA00X00",1,2059,170.6625
"REGION1","SEBA00X00",1,2060,172.53948
"REGION1","SEBL00X00",1,2015,307.874508
"REGION1","SEBL00X00",1,2016,316.124164
"REGION1","SEBL00X00",1,2017,324.594592
"REGION1","SEBL00X00",1,2018,333.292
"REGION1","SEBL00X00",1,2019,344.7768
"REGION1","SEBL00X00",1,2020,351.3728
"REGION1","SEBL00X00",1,2021,370.425501564129
"REGION1","SEBL00X00",1,2022,374.500108446298
"REGION1","SEBL00X00",1,2023,378.619624608968
"REGION1","SEBL00X00",1,2024,367.090292
"REGION1","SEBL00X00",1,2025,386.995003128259
"REGION1","SEBL00X00",1,2026,391.209338836371
"REGION1","SEBL00X00",1,2027,395.48505762732
"REGION1","SEBL00X00",1,2028,399.906623566215
"REGION1","SEBL00X00",1,2029,402.520268916616
"REGION1","SEBL00X00",1,2030,406.033847724256
"REGION1","SEBL00X00",1,2031,413.250344108446
"REGION1","SEBL00X00",1,2032,400.66432
"REGION1","SEBL00X00",1,2033,422.389989572471
"REGION1","SEBL00X00",1,2034,427.038706986444
"REGION1","SEBL00X00",1,2035,431.735974973931
"REGION1","SEBL00X00",1,2036,436.485839416058
"REGION1","SEBL00X00",1,2037,441.230556096213
"REGION1","SEBL00X00",1,2038,445.986741658778
"REGION1","SEBL00X00",1,2039,451.046965589155
"REGION1","SEBL00X00",1,2040,455.690608809185
"REGION1","SEBL00X00",1,2041,461.024108446298
"REGION1","SEBL00X00",1,2042,465.907353278261
"REGION1","SEBL00X00",1,2043,470.831603527038
"REGION1","SEBL00X00",1,2044,476.321102984773
"REGION1","SEBL00X00",1,2045,481.640882731523
"REGION1","SEBL00X00",1,2046,486.854676914326
"REGION1","SEBL00X00",1,2047,472.1184
"REGION1","SEBL00X00",1,2048,497.716204379562
"REGION1","SEBL00X00",1,2049,503.190281543275
"REGION1","SEBL00X00",1,2050,487.86732
"REGION1","SEBL00X00",1,2051,514.320500521376
"REGION1","SEBL00X00",1,2052,519.980688216893
"REGION1","SEBL00X00",1,2053,525.701564129301
"REGION1","SEBL00X00",1,2054,529.827228778991
"REGION1","SEBL00X00",1,2055,536.260112993028
"REGION1","SEBL00X00",1,2056,520.9676
"REGION1","SEBL00X00",1,2057,543.850358389691
"REGION1","SEBL00X00",1,2058,550.078376638486
"REGION1","SEBL00X00",1,2059,556.229302663335
"REGION1","SEBL00X00",1,2060,544.27088
