REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"REGION1","S03B1","SEHYDSPH3",1,2038,10.56456
"REGION1","S03B1","SEHYDSPH3",1,2040,10.56456
"REGION1","S03B1","SEHYDSPH3",1,2046,10.56456
"REGION1","S03B1","SEHYDSPH3",1,2050,10.56456
"REGION1","S03B1","SENG00I00",1,2015,5.3045699047619
"REGION1","S03B1","SENG00I00",1,2016,4.96873114368263
"REGION1","S03B1","SENG00I00",1,2017,5.10265269014291
"REGION1","S03B1","SENG00I00",1,2018,5.36471703574799
"REGION1","S03B1","SENG00I00",1,2019,5.34504908320751
"REGION1","S03B1","SENG00I00",1,2020,5.58144
"REGION1","S03B1","SENG00I00",1,2021,5.58144
"REGION1","S03B1","SENG00I00",1,2022,5.58143999999999
"REGION1","S03B1","SENG00I00",1,2023,5.58144
"REGION1","S03B1","SENG00I00",1,2024,5.58144
"REGION1","S03B1","SENG00I00",1,2025,4.71683740411898
"REGION1","S03B1","SENG00I00",1,2026,13.4279311125058
"REGION1","S03B1","SENG00I00",1,2027,13.4279311125058
"REGION1","S03B1","SENG00I00",1,2028,13.4279311125058
"REGION1","S03B1","SENG00I00",1,2029,14.8469025217216
"REGION1","S03B1","SENG00I00",1,2030,17.009141842206
"REGION1","S03B1","SENG00I00",1,2031,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2032,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2033,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2034,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2035,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2036,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2037,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2038,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2039,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2040,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2041,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2042,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2043,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2044,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2045,25.7356911125057
"REGION1","S03B1","SENG00I00",1,2046,25.7356911125057
"REGION1","S03B1","SENG00I00",1,2047,25.7356911125057
"REGION1","S03B1","SENG00I00",1,2048,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2049,25.7356911125057
"REGION1","S03B1","SENG00I00",1,2050,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2051,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2052,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2053,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2054,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2055,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2056,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2057,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2058,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2059,25.7356911125058
"REGION1","S03B1","SENG00I00",1,2060,25.7356911125058
"REGION1","S03B1","SENUG2PH3",1,2015,153.279233790298
"REGION1","S03B1","SENUG2PH3",1,2016,172.973855028841
"REGION1","S03B1","SENUG2PH3",1,2017,177.774347454339
"REGION1","S03B1","SENUG2PH3",1,2018,187.640149718361
"REGION1","S03B1","SENUG2PH3",1,2019,179.795594325304
"REGION1","S03B1","SENUG2PH3",1,2020,209.609093586498
"REGION1","S03B1","SENUG2PH3",1,2021,152.299806561343
"REGION1","S03B1","SENUG2PH3",1,2022,125.020403832129
"REGION1","S03B1","SENUG2PH3",1,2023,121.320118991382
"REGION1","S03B1","SENUG2PH3",1,2024,83.3480651214076
"REGION1","S03B1","SENUG2PH3",1,2025,78.9135075597004
"REGION1","S03B1","SENUG2PH3",1,2026,109.760483128965
"REGION1","S03B1","SENUG2PH3",1,2027,144.476670629337
"REGION1","S03B1","SENUG2PH3",1,2028,88.1744566109697
"REGION1","S03B1","SENUG2PH3",1,2029,90.2324269152966
"REGION1","S03B1","SENUG2PH3",1,2030,120.792778957804
"REGION1","S03B1","SENUG2PH3",1,2031,123.200235519645
"REGION1","S03B1","SENUG2PH3",1,2032,218.134512
"REGION1","S03B1","SENUG2PH3",1,2033,122.340856686567
"REGION1","S03B1","SENUG2PH3",1,2034,125.391776754245
"REGION1","S03B1","SENUG2PH3",1,2035,172.407312
"REGION1","S03B1","SENUG2PH3",1,2036,75.3773684651245
"REGION1","S03B1","SENUG2PH3",1,2037,62.7736013770857
"REGION1","S03B1","SENUG2PH3",1,2038,62.3620867942996
"REGION1","S03B1","SENUG2PH3",1,2039,127.306629310149
"REGION1","S03B1","SENUG2PH3",1,2040,33.2083957891864
"REGION1","S03B1","SENUG2PH3",1,2041,16.0898991044539
"REGION1","S03B1","SENUG2PH3",1,2042,68.780016
"REGION1","S03B1","SENUG2PH3",1,2043,28.1787484859145
"REGION1","S03B1","SENUG2PH3",1,2044,37.8432
"REGION1","S03B1","SEOCWVPH1",1,2019,0.265812706753816
"REGION1","S03B1","SEOCWVPH1",1,2024,0.31536
"REGION1","S03B1","SEOCWVPH1",1,2025,0.31536
"REGION1","S03B1","SEOCWVPH1",1,2028,0.206518094521962
"REGION1","S03B1","SEOCWVPH1",1,2029,0.208172614253054
"REGION1","S03B1","SEOCWVPH1",1,2037,0.31536
"REGION1","S03B1","SEOCWVPH1",1,2038,0.31536
"REGION1","S03B1","SESODIFH1",1,2015,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2016,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2017,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2018,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2019,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2020,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2021,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2022,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2023,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2024,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2025,0.0001318610226816
"REGION1","S03B1","SESODIFH1",1,2026,0.0001287944872704
"REGION1","S03B1","SESODIFH1",1,2027,0.0001287944872704
"REGION1","S03B1","SESODIFH1",1,2028,0.0001287944872704
"REGION1","S03B1","SESODIFH1",1,2029,0.0001287944872704
"REGION1","S03B1","SESODIFH1",1,2030,0.0001287944872704
"REGION1","S03B1","SESODIFH1",1,2031,0.0001287944872704
"REGION1","S03B1","SESODIFH1",1,2032,0.0001287944872704
"REGION1","S03B1","SESODIFH1",1,2033,6.66971451936e-05
"REGION1","S03B1","SESODIFH1",1,2034,6.66971451936e-05
"REGION1","S03B1","SESODIFH1",1,2035,5.5580954328e-05
"REGION1","S03B1","SESODIFH1",1,2036,3.6415108008e-05
"REGION1","S03B1","SESOUTPH2",1,2015,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2016,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2017,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2018,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2019,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2020,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2021,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2022,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2023,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2024,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2025,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2026,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2027,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2028,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2029,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2030,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2031,0.0397330993229184
"REGION1","S03B1","SESOUTPH2",1,2032,0.0374362642999296
"REGION1","S03B1","SESOUTPH2",1,2033,0.0367317277892064
"REGION1","S03B1","SESOUTPH2",1,2034,0.0363484108628064
"REGION1","S03B1","SESOUTPH2",1,2035,0.035592893200872
"REGION1","S03B1","SESOUTPH2",1,2036,0.035228742120792
"REGION1","S03B1","SESOUTPH2",1,2037,0.030665354112
"REGION1","S03B1","SESOUTPH2",1,2038,0.0233823325104
"REGION1","S03B1","SESOUTPH2",1,2039,0.0168659447616
"REGION1","S03B1","SEUR00I00",1,2015,464.48206215474
"REGION1","S03B1","SEUR00I00",1,2016,524.162672893896
"REGION1","S03B1","SEUR00I00",1,2017,538.709605090884
"REGION1","S03B1","SEUR00I00",1,2018,568.605945691548
"REGION1","S03B1","SEUR00I00",1,2019,544.834589483968
"REGION1","S03B1","SEUR00I00",1,2020,635.178436295165
"REGION1","S03B1","SEUR00I00",1,2021,461.514103822837
"REGION1","S03B1","SEUR00I00",1,2022,378.849329732501
"REGION1","S03B1","SEUR00I00",1,2023,367.636356579584
"REGION1","S03B1","SEUR00I00",1,2024,252.569641737402
"REGION1","S03B1","SEUR00I00",1,2025,239.13160195816
"REGION1","S03B1","SEUR00I00",1,2026,332.607192025702
"REGION1","S03B1","SEUR00I00",1,2027,437.807655008079
"REGION1","S03B1","SEUR00I00",1,2028,267.195055868222
"REGION1","S03B1","SEUR00I00",1,2029,273.431323281423
"REGION1","S03B1","SEUR00I00",1,2030,366.038358075832
"REGION1","S03B1","SEUR00I00",1,2031,373.333673695181
"REGION1","S03B1","SEUR00I00",1,2032,661.0130117136
"REGION1","S03B1","SEUR00I00",1,2033,370.729498017304
"REGION1","S03B1","SEUR00I00",1,2034,379.974701098389
"REGION1","S03B1","SEUR00I00",1,2035,522.4458775536
"REGION1","S03B1","SEUR00I00",1,2036,228.416039659867
"REGION1","S03B1","SEUR00I00",1,2037,190.222844252983
"REGION1","S03B1","SEUR00I00",1,2038,188.975831612766
"REGION1","S03B1","SEUR00I00",1,2039,385.777278798543
"REGION1","S03B1","SEUR00I00",1,2040,100.631401759971
"REGION1","S03B1","SEUR00I00",1,2041,48.7572212562268
"REGION1","S03B1","SEUR00I00",1,2042,208.4240824848
"REGION1","S03B1","SEUR00I00",1,2043,85.3900615368668
"REGION1","S03B1","SEUR00I00",1,2044,114.67624896
"REGION1","S03B1","SEWIOFPH3",1,2015,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2016,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2017,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2018,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2019,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2020,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2021,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2022,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2023,2.0790139709448
"REGION1","S03B1","SEWIOFPH3",1,2024,2.0457061444368
"REGION1","S03B1","SEWIOFPH3",1,2025,1.9185308068608
"REGION1","S03B1","SEWIOFPH3",1,2026,1.9185308068608
"REGION1","S03B1","SEWIOFPH3",1,2027,1.9185308068608
"REGION1","S03B1","SEWIOFPH3",1,2028,1.9185308068608
"REGION1","S03B1","SEWIOFPH3",1,2029,1.9185308068608
"REGION1","S03B1","SEWIOFPH3",1,2030,1.9185308068608
"REGION1","S03B1","SEWIOFPH3",1,2031,1.9185308068608
"REGION1","S03B1","SEWIOFPH3",1,2032,0.581372971776
"REGION1","S03B1","SEWIOFPH3",1,2033,0.581372971776
"REGION1","S03B1","SEWIOFPH3",1,2034,0.581372971776
"REGION1","S03B1","SEWIOFPH3",1,2035,0.581372971776
"REGION1","S03B1","SEWIOFPH3",1,2036,0.581372971776
"REGION1","S03B1","SEWIOFPH3",1,2037,0.581372971776
"REGION1","S03B1","SEWIONPH3",1,2015,31.3073615149632
"REGION1","S03B1","SEWIONPH3",1,2016,31.3073615149632
"REGION1","S03B1","SEWIONPH3",1,2017,31.3073615149632
"REGION1","S03B1","SEWIONPH3",1,2018,31.3073615149632
"REGION1","S03B1","SEWIONPH3",1,2019,31.3073615149632
"REGION1","S03B1","SEWIONPH3",1,2020,31.3073615149632
"REGION1","S03B1","SEWIONPH3",1,2021,31.3073615149632
"REGION1","S03B1","SEWIONPH3",1,2022,31.2953363093045
"REGION1","S03B1","SEWIONPH3",1,2023,31.0961942561736
"REGION1","S03B1","SEWIONPH3",1,2024,29.9137737925138
"REGION1","S03B1","SEWIONPH3",1,2025,29.707137770639
"REGION1","S03B1","SEWIONPH3",1,2026,29.5240293250531
"REGION1","S03B1","SEWIONPH3",1,2027,29.3823410322917
"REGION1","S03B1","SEWIONPH3",1,2028,29.3081565510058
"REGION1","S03B1","SEWIONPH3",1,2029,29.2120710912979
"REGION1","S03B1","SEWIONPH3",1,2030,29.0325063053506
"REGION1","S03B1","SEWIONPH3",1,2031,28.8121022943883
"REGION1","S03B1","SEWIONPH3",1,2032,28.1718617554282
"REGION1","S03B1","SEWIONPH3",1,2033,25.7560734592066
"REGION1","S03B1","SEWIONPH3",1,2034,22.6811644702128
"REGION1","S03B1","SEWIONPH3",1,2035,19.3002808039027
"REGION1","S03B1","SEWIONPH3",1,2036,14.8321326491453
"REGION1","S03B1","SEWIONPH3",1,2037,10.7783022081946
"REGION1","S03B1","SEWIONPH3",1,2038,5.73537826934079
"REGION1","S03B1","SEWIONPN3",1,2015,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2016,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2017,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2018,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2019,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2020,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2021,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2022,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2023,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2024,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2025,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2026,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2027,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2028,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2029,4.45479248436336
"REGION1","S03B1","SEWIONPN3",1,2030,18.4796716203634
"REGION1","S03B1","SEWIONPN3",1,2031,25.5646780165754
"REGION1","S03B1","SEWIONPN3",1,2032,29.3121132595408
"REGION1","S03B1","SEWIONPN3",1,2033,33.8651047375657
"REGION1","S03B1","SEWIONPN3",1,2034,39.3056297599528
"REGION1","S03B1","SEWIONPN3",1,2035,53.3305088959528
"REGION1","S03B1","SEWIONPN3",1,2036,61.2490713618145
"REGION1","S03B1","SEWIONPN3",1,2037,69.1957182773734
"REGION1","S03B1","SEWIONPN3",1,2038,78.9927744921429
"REGION1","S03B1","SEWIONPN3",1,2039,93.0176536281429
"REGION1","S03B1","SEWIONPN3",1,2040,102.58774027978
"REGION1","S03B1","SEWIONPN3",1,2041,116.61261941578
"REGION1","S03B1","SEWIONPN3",1,2042,125.242258598373
"REGION1","S03B1","SEWIONPN3",1,2043,139.267137734373
"REGION1","S03B1","SEWIONPN3",1,2044,151.40640927996
"REGION1","S03B1","SEWIONPN3",1,2045,165.43128841596
"REGION1","S03B1","SEWIONPN3",1,2046,168.864377325361
"REGION1","S03B1","SEWIONPN3",1,2047,172.300930428398
"REGION1","S03B1","SEWIONPN3",1,2048,175.740947799897
"REGION1","S03B1","SEWIONPN3",1,2049,179.184678316085
"REGION1","S03B1","SEWIONPN3",1,2050,182.5728726188
"REGION1","S03B1","SEWIONPN3",1,2051,184.508072205526
"REGION1","S03B1","SEWIONPN3",1,2052,186.436963510371
"REGION1","S03B1","SEWIONPN3",1,2053,188.360880382428
"REGION1","S03B1","SEWIONPN3",1,2054,192.195968199986
"REGION1","S03B1","SEWIONPN3",1,2055,192.195968199986
"REGION1","S03B1","SEWIONPN3",1,2056,193.951248170676
"REGION1","S03B1","SEWIONPN3",1,2057,195.698548462704
"REGION1","S03B1","SEWIONPN3",1,2058,201.073972810612
"REGION1","S03B1","SEWIONPN3",1,2059,204.908692475733
"REGION1","S03B1","SEWIONPN3",1,2060,204.908692475733
"REGION1","S03B1","SEWS00X00",1,2015,46.3043663910432
"REGION1","S03B1","SEWS00X00",1,2016,45.1170473793235
"REGION1","S03B1","SEWS00X00",1,2017,43.9297283676039
"REGION1","S03B1","SEWS00X00",1,2018,42.7425346439971
"REGION1","S03B1","SEWS00X00",1,2019,41.5552156322774
"REGION1","S03B1","SEWS00X00",1,2021,36.9889177084646
"REGION1","S03B1","SEWS00X00",1,2022,35.4627207663725
"REGION1","S03B1","SEWS00X00",1,2024,108.677967639883
"REGION1","S03B1","SEWS00X00",1,2025,128.470415416335
"REGION1","S03B1","SEWS00X00",1,2026,196.182912783168
"REGION1","S03B1","SEWS00X00",1,2027,17.5606443969505
"REGION1","S03B1","SEWS00X00",1,2028,189.706693815057
"REGION1","S03B1","SEWS00X00",1,2029,191.735829511469
"REGION1","S03B1","SEWS00X00",1,2030,233.788031990938
"REGION1","S03B1","SEWS00X00",1,2031,229.292777578979
"REGION1","S03B1","SEWS00X00",1,2033,226.071009215221
"REGION1","S03B1","SEWS00X00",1,2034,223.999285331603
"REGION1","S03B1","SEWS00X00",1,2035,220.867807024582
"REGION1","S03B1","SEWS00X00",1,2036,219.647893669832
"REGION1","S03B1","SEWS00X00",1,2037,218.427980315083
"REGION1","S03B1","SEWS00X00",1,2038,213.394595018861
"REGION1","S03B1","SEWS00X00",1,2039,207.391526414224
"REGION1","S03B1","SEWS00X00",1,2040,206.245708215986
"REGION1","S03B1","SEWS00X00",1,2041,91.7158668365668
"REGION1","S03B1","SEWS00X00",1,2046,206.245708215986
"REGION1","S03B1","SEWS00X00",1,2047,206.245708215986
"REGION1","S03B1","SEWS00X00",1,2048,65.3504350699377
"REGION1","S03B1","SEWS00X00",1,2050,206.245708215986
"REGION1","S03B1","SEWS00X00",1,2051,43.9523697778095
"REGION1","S03B1","SEWS00X00",1,2054,45.7466881499145
"REGION1","S03B1","SEWS00X00",1,2056,169.331362532197
"REGION1","S03B1","SEWS00X00",1,2057,166.11422092974
"REGION1","S03B1","SEWS00X00",1,2060,156.824224552838
"REGION1","S03B1","SEWSCHPH2",1,2015,12.399513696
"REGION1","S03B1","SEWSCHPH2",1,2016,12.399513696
"REGION1","S03B1","SEWSCHPH2",1,2017,12.399513696
"REGION1","S03B1","SEWSCHPH2",1,2018,12.399513696
"REGION1","S03B1","SEWSCHPH2",1,2019,12.399513696
"REGION1","S03B1","SEWSCHPH2",1,2021,11.453433696
"REGION1","S03B1","SEWSCHPH2",1,2022,11.075001696
"REGION1","S03B1","SEWSCHPH2",1,2024,10.065849696
"REGION1","S03B1","SEWSCHPH2",1,2025,7.886712096
"REGION1","S03B1","SEWSCHPH2",1,2026,7.886712096
"REGION1","S03B1","SEWSCHPH2",1,2028,6.454977696
"REGION1","S03B1","SEWSCHPH2",1,2029,5.540433696
"REGION1","S03B1","SEWSCHPH2",1,2030,5.346487296
"REGION1","S03B1","SEWSCHPH2",1,2031,4.242727296
"REGION1","S03B1","SEWSCHPH2",1,2033,3.990439296
"REGION1","S03B1","SEWSCHPH2",1,2034,0.179178492899476
"REGION1","S03B1","SEWSCHPH2",1,2035,3.027456
"REGION1","S03B1","SEWSCHPH2",1,2036,3.027456
"REGION1","S03B1","SEWSCHPH2",1,2037,3.027456
"REGION1","S03B1","SEWSCHPH2",1,2038,1.766016
"REGION1","S03B1","SEWSSTPH1",1,2015,0.1292976
"REGION1","S03B1","SEWSSTPH1",1,2016,0.1292976
"REGION1","S03B1","SEWSSTPH1",1,2017,0.1292976
"REGION1","S03B1","SEWSSTPH1",1,2018,0.1292976
"REGION1","S03B1","SEWSSTPH1",1,2019,0.1292976
"REGION1","S03B1","SEWSSTPH1",1,2021,0.1292976
"REGION1","S03B1","SEWSSTPH1",1,2022,0.1292976
"REGION1","S03B1","SEWSSTPH1",1,2024,27.3779099166192
"REGION1","S03B1","SEWSSTPH1",1,2025,36.9665647552901
"REGION1","S03B1","SEWSSTPH1",1,2026,47.0001590559114
"REGION1","S03B1","SEWSSTPH1",1,2027,6.26809932822092
"REGION1","S03B1","SEWSSTPH1",1,2028,55.7982631872235
"REGION1","S03B1","SEWSSTPH1",1,2029,62.9221045946919
"REGION1","S03B1","SEWSSTPH1",1,2030,78.5026353727396
"REGION1","S03B1","SEWSSTPH1",1,2031,78.5026353727397
"REGION1","S03B1","SEWSSTPH1",1,2033,78.5026353727397
"REGION1","S03B1","SEWSSTPH1",1,2034,78.5026353727397
"REGION1","S03B1","SEWSSTPH1",1,2035,70.4138926053855
"REGION1","S03B1","SEWSSTPH1",1,2036,78.5026353727397
"REGION1","S03B1","SEWSSTPH1",1,2037,78.5026353727397
"REGION1","S03B1","SEWSSTPH1",1,2038,78.3733377727397
"REGION1","S03B1","SEWSSTPH1",1,2039,70.9208474830175
"REGION1","S03B1","SEWSSTPH1",1,2040,78.3733377727396
"REGION1","S03B1","SEWSSTPH1",1,2041,34.8520154570892
"REGION1","S03B1","SEWSSTPH1",1,2046,78.3733377727396
"REGION1","S03B1","SEWSSTPH1",1,2047,78.3733377727397
"REGION1","S03B1","SEWSSTPH1",1,2048,24.8331553933142
"REGION1","S03B1","SEWSSTPH1",1,2050,78.3733377727397
"REGION1","S03B1","SEWSSTPH1",1,2051,16.7018938348101
"REGION1","S03B1","SEWSSTPH1",1,2054,17.3837345434737
"REGION1","S03B1","SEWSSTPH1",1,2056,64.3458920238781
"REGION1","S03B1","SEWSSTPH1",1,2057,63.1233787039495
"REGION1","S03B1","SEWSSTPH1",1,2060,59.5931814928059
"REGION1","S03B1","SEstCO001",1,2015,3.61149911816578
"REGION1","S03B1","SEstCO001",1,2016,3.38285072418479
"REGION1","S03B1","SEstCO001",1,2017,3.47402824764632
"REGION1","S03B1","SEstCO001",1,2018,3.65244896224673
"REGION1","S03B1","SEstCO001",1,2019,3.63905847168267
"REGION1","S03B1","SEstCO001",1,2020,3.8
"REGION1","S03B1","SEstCO001",1,2021,3.8
"REGION1","S03B1","SEstCO001",1,2022,3.79999999999999
"REGION1","S03B1","SEstCO001",1,2023,3.8
"REGION1","S03B1","SEstCO001",1,2024,3.8
"REGION1","S03B1","SEstCO001",1,2025,1.63366020584979
"REGION1","S03B1","SEstCO001",1,2026,2.3
"REGION1","S03B1","SEstCO001",1,2027,2.3
"REGION1","S03B1","SEstCO001",1,2028,2.3
"REGION1","S03B1","SEstCO001",1,2029,2.21370900134325
"REGION1","S03B1","SEstCO001",1,2030,1.98058935480103
"REGION1","S03B1","SEstEA004",1,2025,0.33978259439396
"REGION1","S03B1","SEstEA004",1,2026,1.47356174670172
"REGION1","S03B1","SEstEA004",1,2027,1.47356174670172
"REGION1","S03B1","SEstEA004",1,2028,1.47356174670172
"REGION1","S03B1","SEstEA004",1,2029,1.70020626694262
"REGION1","S03B1","SEstEA004",1,2030,2.06745633399916
"REGION1","S03B1","SEstEA004",1,2031,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2032,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2033,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2034,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2035,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2036,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2037,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2038,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2039,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2040,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2041,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2042,3.77356174670173
"REGION1","S03B1","SEstEA004",1,2043,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2044,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2045,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2046,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2047,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2048,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2049,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2050,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2051,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2052,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2053,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2054,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2055,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2056,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2057,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2058,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2059,3.77356174670172
"REGION1","S03B1","SEstEA004",1,2060,3.77356174670172
"REGION1","S03B1","SECK00X00",1,2015,38.7828
"REGION1","S03B1","SECK00X00",1,2016,36.1874553026514
"REGION1","S03B1","SECK00X00",1,2017,37.0873868938934
"REGION1","S03B1","SECK00X00",1,2018,38.7472463416277
"REGION1","S03B1","SECK00X00",1,2019,38.8179327880509
"REGION1","S03B1","SECK00X00",1,2020,38.9282506209357
"REGION1","S03B1","SECK00X00",1,2021,40.70664
"REGION1","S03B1","SECK00X00",1,2022,40.687789679434
"REGION1","S03B1","SECK00X00",1,2023,40.70664
"REGION1","S03B1","SECK00X00",1,2024,40.70664
"REGION1","S03B1","SECK00X00",1,2025,18.349815406998
"REGION1","S03B1","SECK00X00",1,2026,25.1598313424478
"REGION1","S03B1","SECK00X00",1,2027,25.1691833388005
"REGION1","S03B1","SECK00X00",1,2028,25.1785353351532
"REGION1","S03B1","SECK00X00",1,2029,24.3072013992152
"REGION1","S03B1","SECK00X00",1,2030,21.937334282958
"REGION1","S03B1","SECK00X00",1,2031,1.73279132421137
"REGION1","S03B1","SECK00X00",1,2032,1.7421433205641
"REGION1","S03B1","SECK00X00",1,2033,1.75149531691683
"REGION1","S03B1","SECK00X00",1,2034,1.76084731326955
"REGION1","S03B1","SECK00X00",1,2035,1.77019930962227
"REGION1","S03B1","SECK00X00",1,2036,1.77955130597499
"REGION1","S03B1","SECK00X00",1,2037,1.78890330232771
"REGION1","S03B1","SECK00X00",1,2038,1.78890330232771
"REGION1","S03B1","SECK00X00",1,2039,1.78890330232771
"REGION1","S03B1","SECK00X00",1,2040,1.79908563615577
"REGION1","S03B1","SECK00X00",1,2041,1.80826207503103
"REGION1","S03B1","SECK00X00",1,2042,1.81761407138375
"REGION1","S03B1","SECK00X00",1,2043,1.82714162521394
"REGION1","S03B1","SECK00X00",1,2044,1.83631806408919
"REGION1","S03B1","SECK00X00",1,2045,1.84584561791938
"REGION1","S03B1","SECK00X00",1,2046,1.8551976142721
"REGION1","S03B1","SECK00X00",1,2047,1.86454961062482
"REGION1","S03B1","SECK00X00",1,2048,1.87390160697755
"REGION1","S03B1","SECK00X00",1,2049,1.88325360333027
"REGION1","S03B1","SECK00X00",1,2050,1.89260559968299
"REGION1","S03B1","SECK00X00",1,2051,1.90195759603571
"REGION1","S03B1","SECK00X00",1,2052,1.91130959238844
"REGION1","S03B1","SECK00X00",1,2053,1.92066158874115
"REGION1","S03B1","SECK00X00",1,2054,1.93001358509387
"REGION1","S03B1","SECK00X00",1,2055,1.9393655814466
"REGION1","S03B1","SECK00X00",1,2056,1.93001358509387
